Container Name,Test Type,Num CPUs,Total Messages,Successful Messages,Failed Messages,Execution Time (s),Messages/s,Throughput (MB/s),Avg Latency (ms),Min Latency (ms),Max Latency (ms),Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB),Pattern,Num Clients,Message Size (KB),Rate (msg/s),Bursts,Interval (s),Duration (s)
ws-cowboy-27-self,burst_5_8_3_0.5,8,15,15,0,1.544494390487671,9.711916140571919,0.07587434484821812,1.3257243340679754,0.43663000178639777,3.2062419995781966,0.0037662294927771085,0.0024384869999999996,3,0.4033333333333333,0.93,1.21,82.35000000000001,82.52,247.05,burst,5,8,,3,0.5,
ws-cowboy-27-self,burst_5_1024_3_0.5,8,15,15,0,1.6413753032684326,9.138677772311334,9.138677772311334,23.55698219956442,10.4219450004166,35.90982699824963,0.012564757053575229,0.0076550177333333325,6,2.0266666666666664,5.52,6.079999999999999,86.86666666666667,89.36,260.6,burst,5,1024,,3,0.5,
ws-cowboy-27-self,burst_5_65536_3_0.5,8,15,15,0,7.698797702789307,1.9483561692451585,124.69479483169015,1832.0622608662234,1537.6571229971887,2182.0737660018494,8.461614097383574,1.0990825352272726,11,60.806666666666665,155.37,364.84,897.476,1198.08,5384.856,burst,5,65536,,3,0.5,
ws-cowboy-27-self,burst_50_8_3_0.5,8,150,150,0,1.6712572574615479,89.75278900379057,0.7011936640921138,3.5568563934066333,0.43604800157481804,31.67037000093842,0.01325412464842468,0.00793063102,5,2.6733333333333333,7.65,8.02,82.52,83.56,247.56,burst,50,8,,3,0.5,
ws-cowboy-27-self,burst_50_1024_3_0.5,8,150,150,0,2.1884350776672363,68.54212927344072,68.54212927344072,140.68932059310706,64.45342100050766,284.3973189992539,0.4740364657632066,0.21660979144444445,9,42.435,166.62,169.74,143.47,196.3,573.88,burst,50,1024,,3,0.5,
ws-cowboy-27-self,burst_50_65536_3_0.5,8,150,150,0,39.2094087600708,3.8256123910940896,244.83919303002173,10139.21799703329,4184.198784001637,15835.548639999615,636.1321542717949,16.223967011703703,27,436.37863636363636,774.64,9600.33,3107.865090909091,6382.592,68373.032,burst,50,65536,,3,0.5,
ws-cowboy-27-self,burst_100_8_3_0.5,8,300,300,0,1.678846836090088,178.69408545849137,1.3960475426444638,4.090846479836425,0.575797999772476,24.976991000585258,0.02047714679174414,0.012197150062499999,8,4.726666666666667,13.43,14.18,86.40333333333332,87.91,259.21,burst,100,8,,3,0.5,
ws-cowboy-27-self,burst_100_1024_3_0.5,8,300,300,0,2.67856764793396,112.0001580812778,112.0001580812778,222.68832719339116,95.24312799840118,520.785872999113,1.905879702911618,0.7115294267,9,112.09500000000001,444.66,448.38000000000005,156.4475,250.5,625.79,burst,100,1024,,3,0.5,
ws-cowboy-27-self,burst_100_65536_3_0.5,8,300,300,0,84.84372925758362,3.535912466662172,226.29839786637902,22773.838950963385,9052.0705179988,36643.10159800152,1468.142544733059,17.304078422529162,48,500.7497727272728,777.41,22032.99,4661.777818181818,10690.56,205118.224,burst,100,65536,,3,0.5,
ws-cowboy-27-self,stream_5_8_10_5,8,245,245,0,5.13894510269165,47.675154161828885,0.37246214188928817,1.964957363266802,0.29419899874483235,3.7867989994992968,0.06537924025030768,0.012722307583333333,6,2.504,7.96,12.52,86.42999999999999,86.8,432.15,stream,5,8,10,,,5
