Container Name,Test Type,Num CPUs,Total Messages,Successful Messages,Failed Messages,Execution Time (s),Messages/s,Throughput (MB/s),Avg Latency (ms),Min Latency (ms),Max Latency (ms),Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB),Pattern,Num Clients,Message Size (KB),Rate (msg/s),Bursts,Interval (s),Duration (s)
ws-nginx-python-websockets-self,burst_5_8_3_0.5,8,15,15,0,1.5535800457000732,9.655118860155486,0.07543061609496474,2.3987199327772637,1.115184000809677,6.049706000339938,0.0033546338961878293,0.0021592925999999995,2,0.79,0.79,2.37,18.38,18.56,55.14,burst,5,8,,3,0.5,
ws-nginx-python-websockets-self,burst_5_1024_3_0.5,8,15,15,0,2.1089205741882324,7.112643398518606,7.112643398518606,110.3707138672083,68.09858999986318,180.28597100055777,0.18571223748896407,0.088060328,3,17.32,17.32,69.28,24.335,27.16,97.34,burst,5,1024,,3,0.5,
ws-nginx-python-websockets-self,burst_5_65536_3_0.5,8,15,15,0,55.15284872055054,0.2719714456818409,17.406172523637817,14634.165913933975,7015.213038997899,21878.407799998968,73.71428806839685,1.3365454328913047,46,93.0855,114.7,2792.565,345.688,583.8,10370.64,burst,5,65536,,3,0.5,
ws-nginx-python-websockets-self,burst_50_8_3_0.5,8,150,150,0,1.6999189853668213,88.23949922980117,0.6893710877328216,9.195821406659283,1.2979349994566292,34.31395799998427,0.023110535166220424,0.013595080333333332,3,9.65,9.65,28.950000000000003,18.643333333333334,19.89,55.93000000000001,burst,50,8,,3,0.5,
ws-nginx-python-websockets-self,burst_50_1024_3_0.5,8,150,150,0,6.742833137512207,22.24584190961354,22.24584190961354,888.1005131932519,78.56599500155426,1813.3826890007185,8.73453485969831,1.295380544285714,7,99.09333333333332,106.05,594.56,64.82333333333334,78.47,388.94000000000005,burst,50,1024,,3,0.5,
ws-nginx-python-websockets-self,burst_50_65536_3_0.5,8,150,27,123,92.72765398025513,1.6176404078112459,103.52898609991973,24458.221147629552,11074.535374002153,42602.99829200085,127.21596143232226,1.3719311982098767,81,88.75763157894737,124.3,4349.123947368421,617.3371428571429,971.9,30249.520000000004,burst,50,65536,,3,0.5,
ws-nginx-python-websockets-self,burst_100_8_3_0.5,8,300,300,0,1.7934720516204834,167.2733063941177,1.3068227062040445,15.073587886581663,1.2804329999198671,52.665106999484124,0.054087534915362674,0.030158002666666666,3,14.43,14.43,43.29,21.083333333333332,23.54,63.25,burst,100,8,,3,0.5,
ws-nginx-python-websockets-self,burst_100_1024_3_0.5,8,300,300,0,11.948265075683594,25.10824777486251,25.10824777486251,1791.2593067267153,102.93529200134799,3600.3307419996418,20.43928204089451,1.7106485260769229,13,77.59166666666667,105.53,620.7333333333333,91.78,134.0,734.24,burst,100,1024,,3,0.5,
ws-nginx-python-websockets-self,burst_100_65536_3_0.5,8,300,27,273,94.52220797538757,3.1738573021708967,203.1268673389374,24292.445133111163,13344.85811400009,48551.376568000705,125.08101681407517,1.3232976619277106,83,87.65052631578946,116.29,4294.875789473684,622.8248979591837,999.6,30518.42,burst,100,65536,,3,0.5,
ws-nginx-python-websockets-self,stream_5_8_10_5,8,240,240,0,5.137747287750244,46.713079985896506,0.36494593738981645,4.139695879166538,1.0447470012877602,9.816714999033138,0.06709940789488374,0.013060083366666666,6,5.03,7.83,25.150000000000002,16.628,16.84,83.14,stream,5,8,10,,,5
