Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
dy-nginx-deb-self,unknown,8,100,100,0,0.15047979354858398,664.5410499431205,0.003780356533603191,0.025122020999999998,1,0.33666666666666667,0.99,1.01,57.949999999999996,58.11,173.85
dy-nginx-deb-self,unknown,8,1000,1000,0,1.07554030418396,929.7652501816059,0.7082739432038069,0.6585285,1,0.9666666666666667,1.83,2.9,59.4,60.42,178.2
dy-nginx-deb-self,unknown,8,5000,5000,0,5.238089561462402,954.5464890073528,1.829847028918825,0.349334811375,16,35.614000000000004,83.87,178.07000000000002,58.834,59.56,294.17
dy-nginx-deb-self,unknown,8,8000,8000,0,8.360332250595093,956.8997690768277,3.266608254995408,0.3907270856086957,23,48.09571428571429,84.75,336.67,60.707142857142856,62.61,424.95
dy-nginx-deb-self,unknown,8,10000,10000,0,11.407031059265137,876.652298748472,4.823731586946684,0.4228735384242425,33,54.1775,84.06,433.42,60.3575,62.22,482.86
dy-nginx-deb-self,unknown,8,15000,15000,0,16.166728973388672,927.831475661578,6.4158515414031685,0.3968552668857141,49,65.97,84.79,659.7,60.04299999999999,61.18,600.43
dy-nginx-deb-self,unknown,8,20000,20000,0,22.465416193008423,890.2572660204845,8.71863954792227,0.3880916103675677,74,64.83,84.92,907.62,60.410714285714285,61.76,845.75
dy-nginx-deb-self,unknown,8,30000,28231,1769,39.77694320678711,754.2057680008232,19.597809868536547,0.492692708101124,89,61.07409090909091,83.51,1343.63,62.30136363636363,63.5,1370.6299999999999
dy-nginx-deb-self,unknown,8,40000,30418,9582,64.8201072216034,617.092468903981,25.01708371210901,0.3859463488170729,123,42.28382352941176,85.84,1437.6499999999999,62.42176470588236,63.54,2122.34
dy-nginx-deb-self,unknown,8,50000,40322,9678,75.50191831588745,662.2348294623234,30.765265655803645,0.40747660909868405,152,48.53307692307692,86.16,1892.79,62.74923076923076,64.22,2447.22
dy-nginx-deb-self,unknown,8,60000,50802,9198,89.69557023048401,668.9293556618513,43.47616756074612,0.4847080792176097,159,53.850434782608694,85.84,2477.12,61.871956521739136,63.52,2846.11
dy-nginx-deb-self,unknown,8,70000,56463,13537,111.59661030769348,627.2591954809061,49.52576353477403,0.4437927227199993,200,50.11684210526315,86.79,2856.66,61.06122807017543,62.3,3480.49
dy-nginx-deb-self,unknown,8,80000,63087,16913,132.07818722724915,605.7018322212037,48.89909281246523,0.3702283763808111,271,45.992537313432834,87.16,3081.5,62.90805970149254,64.33,4214.84
