Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
dy-erlang23-self,unknown,8,100,100,0,0.11494922637939453,869.9493084881319,0.001901835588415289,0.016545005550000002,2,0.545,0.93,1.09,21.24,21.36,63.72
dy-erlang23-self,unknown,8,1000,1000,0,0.7870779037475586,1270.5222637284612,0.5894300960947609,0.7488840600000001,1,0.71,1.25,1.42,20.16333333333333,20.27,60.489999999999995
dy-erlang23-self,unknown,8,5000,5000,0,3.9002161026000977,1281.9802463424337,13.124515879245243,3.3650740199999998,3,57.855,121.6,231.42,24.53,27.39,98.12
dy-erlang23-self,unknown,8,8000,8000,0,6.236734867095947,1282.7224774628096,25.462420729231322,4.082652425,4,75.15,131.33,375.75,25.345,27.26,152.07
dy-erlang23-self,unknown,8,10000,9999,1,8.17338514328003,1223.483272193746,32.09676213193161,3.926985156,5,65.6,132.13,459.2,27.580000000000002,30.84,193.06
dy-erlang23-self,unknown,8,15000,15000,0,12.900282859802246,1162.7652015864358,42.12635039573704,3.2655369540000003,8,70.11333333333333,116.54,631.02,30.278888888888886,37.3,272.51
dy-erlang23-self,unknown,8,20000,20000,0,18.30158019065857,1092.8018122833093,68.6781250055945,3.7525789735166666,12,115.69272727272728,181.16,1272.6200000000001,31.845454545454547,36.37,350.3
dy-erlang23-self,unknown,8,30000,30000,0,30.065098524093628,997.8347476878728,135.1051282727257,4.493753052711764,17,129.2564705882353,196.03,2197.36,40.93941176470588,62.75,695.97
dy-erlang23-self,unknown,8,40000,39999,1,39.42653489112854,1014.5451562115467,192.313916694927,4.877778816372727,22,137.16727272727272,197.88,3017.68,42.92818181818182,78.26,944.42
dy-erlang23-self,unknown,8,50000,49999,1,50.0669264793396,998.6632596796766,272.8521172627846,5.449747696723077,26,145.0222222222222,218.94,3915.6,51.788888888888884,99.96,1398.3
dy-erlang23-self,unknown,8,60000,59992,8,63.48564291000366,945.0955720028722,359.3748779619474,5.660726764181818,33,155.31735294117647,227.86,5280.79,72.8714705882353,152.5,2477.63
dy-erlang23-self,unknown,8,70000,69992,8,75.40504789352417,928.3198135334868,460.27719716145845,6.104063454894872,39,172.00675,229.63,6880.27,90.62375,228.7,3624.95
dy-erlang23-self,unknown,8,80000,79991,9,89.05325484275818,898.338866347518,469.0494180103307,5.267066530454545,44,148.0988888888889,208.44,6664.45,91.3508695652174,200.6,4202.14
