Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
st-yaws-27-self,unknown,8,100,100,0,0.1311337947845459,762.5799296382826,0.0007352535546876429,0.005606896039999999,5,0.49666666666666665,0.96,1.49,44.26333333333333,44.3,132.79
st-yaws-27-self,unknown,8,1000,1000,0,0.8490371704101562,1177.8047355888036,0.19833103432312313,0.23359523143999994,5,0.92,2.08,2.7600000000000002,42.6,42.86,127.8
st-yaws-27-self,unknown,8,5000,5000,0,3.913714647293091,1277.5586496726928,4.528860226481444,1.1571769110999999,7,41.4125,92.46,165.65,42.5325,43.45,170.13
st-yaws-27-self,unknown,8,8000,8000,0,6.2482850551605225,1280.351317101437,12.032675206815474,1.9257564436624999,8,55.60999999999999,112.13,333.65999999999997,41.48666666666667,42.13,248.92000000000002
st-yaws-27-self,unknown,8,10000,10000,0,9.468668937683105,1056.1146519974227,16.826446123219906,1.7770656291777776,9,47.720000000000006,94.8,334.04,42.30285714285714,42.81,296.12
st-yaws-27-self,unknown,8,15000,15000,0,14.17257571220398,1058.3820686231034,34.86070740136838,2.4597298408749997,12,76.35777777777778,123.46,687.22,44.58444444444444,45.14,401.26
st-yaws-27-self,unknown,8,20000,20000,0,19.10635256767273,1046.7722674519935,49.66967875590743,2.5996421127466665,15,71.39916666666666,109.5,856.79,44.355,44.97,532.26
st-yaws-27-self,unknown,8,30000,28231,1769,33.42152500152588,897.6251083285497,100.91494967913086,3.0194597545899993,20,77.97947368421052,153.44,1481.61,44.71631578947368,45.56,849.61
st-yaws-27-self,unknown,8,40000,28369,11631,61.58424520492554,649.5167695389856,148.53453688420788,2.41189181405,26,43.96121212121212,153.07,1450.72,43.4030303030303,44.7,1432.3
st-yaws-27-self,unknown,8,50000,37821,12179,72.00747752189636,694.3723307735057,196.81825357155282,2.733302989425,28,53.06842105263158,176.25,2016.6,43.124736842105264,43.65,1638.74
st-yaws-27-self,unknown,8,60000,48277,11723,84.78386664390564,707.6818075778674,278.38812893350854,3.2835035715314285,35,71.51068181818182,196.5,3146.4700000000003,44.14545454545455,44.79,1942.4
st-yaws-27-self,unknown,8,70000,56463,13537,101.81721806526184,687.5065075450408,337.5091343778753,3.3148532320097557,41,72.95442307692308,170.0,3793.63,43.184230769230766,44.32,2245.58
st-yaws-27-self,unknown,8,80000,58400,21600,126.32526397705078,633.2858327890248,423.0634686472529,3.349001263311113,45,68.68265625,192.66,4395.69,42.6615625,43.76,2730.34
