Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
st-erlindex23-self,unknown,8,100,100,0,0.13305115699768066,751.5906081278436,0.0028844427758352754,0.021679201,1,0.845,1.52,1.69,24.856666666666666,24.99,74.57
st-erlindex23-self,unknown,8,1000,1000,0,0.7972688674926758,1254.2820129737308,0.8254968892882347,1.0354059,1,0.97,1.8,1.94,21.813333333333333,22.07,65.44
st-erlindex23-self,unknown,8,5000,5000,0,3.9036545753479004,1280.8510342015575,10.126406834462227,2.5940837333333326,3,64.75666666666666,103.3,194.26999999999998,28.375,31.33,113.5
st-erlindex23-self,unknown,8,8000,8000,0,6.264406204223633,1277.0563943644304,16.653666329234085,2.65845888442,5,49.63833333333333,109.62,297.83,28.15833333333333,31.03,168.95
st-erlindex23-self,unknown,8,10000,9999,1,8.250141143798828,1212.1004750950767,21.25340482636793,2.5761262087428567,7,63.105714285714285,121.96,441.74,28.948571428571427,35.61,202.64
st-erlindex23-self,unknown,8,15000,15000,0,13.260025262832642,1131.2195642676822,45.65092446142199,3.4427479251777773,9,84.31555555555556,141.24,758.84,26.755555555555556,29.56,240.8
st-erlindex23-self,unknown,8,20000,20000,0,18.444005012512207,1084.3631839414609,74.43711713506265,4.035843467,11,103.43583333333333,157.04,1241.23,32.818333333333335,40.91,393.82
st-erlindex23-self,unknown,8,30000,29998,2,28.688010692596436,1045.7330179308024,122.29556031948877,4.262950179081249,16,112.69176470588235,178.56,1915.76,36.341764705882355,48.02,617.8100000000001
st-erlindex23-self,unknown,8,40000,40000,0,39.0525689125061,1024.2604037039544,199.2827306273895,5.102935253090909,22,144.62727272727273,210.47,3181.8,40.67227272727273,68.28,894.79
st-erlindex23-self,unknown,8,50000,49996,4,49.9622015953064,1000.7565400139844,270.88244444572933,5.421747557080769,26,145.72592592592594,206.22,3934.6,52.69777777777777,113.8,1422.84
st-erlindex23-self,unknown,8,60000,59997,3,62.92082452774048,953.5793666141049,338.3387614708512,5.37721436440625,32,144.43735294117647,227.1,4910.87,74.28264705882353,195.3,2525.61
st-erlindex23-self,unknown,8,70000,69991,9,74.71208119392395,936.9301307282126,404.7110603410569,5.41694266675,38,149.72589743589745,210.29,5839.31,97.38717948717948,270.1,3798.1
st-erlindex23-self,unknown,8,80000,79994,6,88.51411581039429,903.810643845414,433.9684464851788,4.902816262829544,44,134.46239130434785,169.68,6185.27,105.50804347826087,237.4,4853.37
