Container Name,Type,Num CPUs,Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
st-cowboy-27-self,unknown,8,100,100,0,0.13416719436645508,745.3386833659714,0.0007177431521252823,0.0053496173599999995,5,0.85,1.54,2.55,82.52333333333333,82.53,247.57
st-cowboy-27-self,unknown,8,1000,1000,0,0.7959098815917969,1256.42365188384,0.08927150041985715,0.11216282456666667,6,0.7166666666666667,1.24,2.15,83.19666666666667,83.39,249.59
st-cowboy-27-self,unknown,8,5000,5000,0,3.917322874069214,1276.3818967023592,3.4417777781475496,0.8786045697000001,7,37.35,80.01,149.4,83.2125,83.89,332.85
st-cowboy-27-self,unknown,8,8000,8000,0,6.182312726974487,1294.0141259911736,11.619406852005177,1.8794595752666665,6,40.87333333333333,86.91,245.23999999999998,82.42666666666666,82.98,494.56
st-cowboy-27-self,unknown,8,10000,10000,0,9.41986870765686,1061.5859212423613,16.524811984049915,1.7542507753444443,9,51.87428571428571,94.55,363.12,81.5457142857143,82.12,570.82
st-cowboy-27-self,unknown,8,15000,15000,0,14.66032862663269,1023.1694242344777,26.344425244752383,1.796987360630769,13,56.980999999999995,87.33,569.81,82.426,83.39,824.26
st-cowboy-27-self,unknown,8,20000,19044,956,20.401424646377563,980.3236953626746,43.16628824310537,2.1158467602785715,14,52.91384615384615,86.78,687.88,82.87615384615384,83.83,1077.3899999999999
st-cowboy-27-self,unknown,8,30000,28231,1769,33.762112855911255,888.5699816250522,77.42859542583746,2.2933575204929997,20,60.720000000000006,95.26,1153.68,82.18263157894737,82.95,1561.47
st-cowboy-27-self,unknown,8,40000,28544,11456,62.6355984210968,638.6144781611487,120.49737210480532,1.9237841601625,24,35.303939393939395,89.21,1165.03,82.94060606060606,83.78,2737.04
st-cowboy-27-self,unknown,8,50000,37897,12103,71.77523350715637,696.619119950543,144.1870463713816,2.0088690670299996,30,41.721315789473685,99.56,1585.41,84.43184210526316,85.17,3208.41
st-cowboy-27-self,unknown,8,60000,48362,11638,86.17750811576843,696.2373513910113,202.63693039887045,2.3513899952485713,35,51.39933333333333,97.76,2312.97,84.84666666666666,85.67,3818.1
st-cowboy-27-self,unknown,8,70000,56463,13537,100.69327116012573,695.1805139857231,211.02861704374453,2.0957568923166665,42,45.87634615384616,92.88,2385.57,83.94826923076924,84.61,4365.31
st-cowboy-27-self,unknown,8,80000,58045,21955,125.92310357093811,635.3083566982799,259.7895074722402,2.0630805634955554,45,39.72328125,94.77,2542.29,81.923125,82.39,5243.08
